,browserFamily,deviceCategory,geoCountryName,isMobile,label,lastActionMapId,lastActionType,numberOfEvents,vid,visitRefDomain,TIMESTAMP
1292,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,24,5a5cbbd000252a22738bdcb5,sharepoint.com,1530640830
1293,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5adaeb2e00252a221460d626,,1530640830
1294,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5a94502000252a2219edc233,,1530640830
1295,Firefox,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,19,5aaa8e0600252a220cb976ee,google.ie,1530640830
1296,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,45,5a69bad600252a222e02be82,,1530640830
1297,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a942fcf00252a2214032293,,1530640830
1298,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,53,5ac36a4900252a22407a1495,bing.com,1530640830
1299,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a9b237f00252a227c3efc92,,1530640830
1300,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,34,5a6883e000252a226cbfc706,365online.com,1530640830
1301,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a671caf00252a226472f3dc,,1530640830
1302,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5ae62a9400252a22550bcf90,,1530640830
1303,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,94,5a8a9a0400252a2220cd84b2,google.ie,1530640830
1304,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a55dfb300252a224f34bd25,,1530640830
1305,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a83355f00252a22423c45c7,,1530640830
1306,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,43,5a7489c200252a2257441d5d,google.ie,1530640830
1307,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,4,5ab7813800252a222fc4f97c,365online.com,1530640830
1308,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,23,5a6b210800252a2249ba316a,google.ie,1530640830
1309,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a5a14ee00252a223b7c15b1,,1530640830
1310,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,8,5a98085900252a2244899b92,,1530640830
1311,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,64,5a744e5200252a226e048ae7,google.ie,1530640830
1312,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,25,5a7d7a8300252a22092f90bc,,1530640830
1313,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a89a61900252a22007f1016,,1530640830
1314,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,22,5ac3301900252a223c121e27,google.ie,1530640830
1315,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,63,5ae7001200252a222744204a,,1530640830
1316,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5a785ba800252a2278670f30,google.ie,1530640830
1317,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a9f934d00252a224f321bca,,1530640830
1318,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a9c39ba00252a221741e36d,google.ie,1530640830
1319,Firefox,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,35,5aa2893500252a2207f46799,,1530640830
1320,Facebook,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,31,5a7214f000252a220569a326,facebook.com,1530640830
1321,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a885fad00252a22748f862f,,1530640830
1322,Facebook,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,24,5ab2a38000252a22171e8e40,facebook.com,1530640830
1323,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a84c59a00252a2240ce0800,,1530640830
1324,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,12,5abcd2da00252a2215e7c70f,yahoo.com,1530640830
1325,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa02a1e00252a22205e9c11,,1530640830
1326,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,33,5a7bc48500252a2210867571,,1530640830
1327,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,23,5a940dec00252a224cb7637c,google.ie,1530640830
1328,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a6f321400252a223216e81a,,1530640830
1329,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5aa3af4100252a221709b08f,,1530640830
1330,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ad461eb00252a22565511ac,bankofireland.com,1530640830
1331,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5ae1a53f00252a2224276346,,1530640830
1332,Firefox,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,33,5a4cb50000252a2207cd88a9,google.ie,1530640830
1333,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a62505100252a227c7e9c35,,1530640830
1334,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,41,5ad08ce800252a22620256ec,,1530640830
1335,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5a9ec74300252a221e0ded00,,1530640830
1336,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,22,5a704aed00252a221ad6a6af,google.ie,1530640830
1337,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,35,5ad9a2fc00252a226e882d72,,1530640830
1338,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a7dfc9600252a2220c24e2c,google.ie,1530640830
1339,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a7994d200252a2215aa75dc,,1530640830
1340,Firefox,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,20,5a7ae87f00252a220f21c83d,bing.com,1530640830
1341,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,53,5a73405000252a220383e127,,1530640830
1342,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a5549b400252a2241590e40,,1530640830
1343,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ad6398500252a22527b5e66,,1530640830
1344,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a85cd8300252a2209a3f063,,1530640830
1345,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5a9ee7ee00252a220801be8c,,1530640830
1346,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a8aa5ae00252a2240e2e621,,1530640830
1347,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,33,5a846b4f00252a221508740e,,1530640830
1348,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a68fa1500252a2251ed1041,,1530640830
1349,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,49,5aba876e00252a2277fdf2ca,,1530640830
1350,Safari,Desktop,Australia,False,False,cj3a8c1acdkkd07p7xnae45fr,im,10,5a4b6dbe00252a2257506193,google.com.au,1530640830
1351,Mobile Safari,Tablet,United Kingdom,False,False,cj3a8c1acdkkd07p7xnae45fr,im,11,5a4bad2a00252a2279bb3117,google.co.uk,1530640830
1352,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,11,5a783e8700252a2229e1956b,google.ie,1530640830
1353,Mobile Safari UI/WKWebView,Mobile,United States,True,True,NO-ACTION,NO-ACTION,26,5ad8a95300252a22308ded80,,1530640830
1354,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,32,5a708bf900252a2273a27994,,1530640830
1355,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a7caabb00252a22526e455e,,1530640830
1356,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,50,5ad8c9fd00252a2271df4a2b,,1530640830
1357,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a91ad7e00252a220f7ec3bc,,1530640830
1358,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5adde4cf00252a22604269d5,,1530640830
1359,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5adfa35700252a227b1cc1e4,,1530640830
1360,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5a8fef0900252a226de4ec4b,,1530640830
1361,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a4ba74500252a2208ef5b1e,,1530640830
1362,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a5d228c00252a2276f5bd7c,,1530640830
1363,Samsung Internet,Mobile,Greece,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,12,5ab3a9a000252a220767f553,bankofireland.com,1530640830
1364,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,12,5ab1191100252a2258e89e03,google.ie,1530640830
1365,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a7226d400252a22299d9fa7,,1530640830
1366,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5aa2b48700252a227e414e9c,,1530640830
1367,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a53708900252a22767e4de6,,1530640830
1368,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5ac666aa00252a224ffd3235,,1530640830
1369,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ade1fa500252a2253140434,,1530640830
1370,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,43,5a66490200252a22724008a5,,1530640830
1371,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a81c14400252a220c264cc4,,1530640830
1372,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,57,5a74628d00252a221926e6f8,,1530640830
1373,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa798c900252a226e208361,,1530640830
1374,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a54f55700252a22407942c5,,1530640830
1375,Mobile Safari,Mobile,United Kingdom,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,34,5a79ff3700252a2256691ae8,,1530640830
1376,Chrome,Desktop,France,False,False,cj5sd7warvddy07oc8uiw6zlt,im,33,5a9577c400252a221304d1b1,,1530640830
1377,Chrome Mobile iOS,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,23,5a826c5e00252a2201f78604,,1530640830
1378,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a69004a00252a223f4ca7f5,,1530640830
1379,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a79ce4e00252a22279935d2,,1530640830
1380,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,19,5a9d5aab00252a221e81ef30,google.ie,1530640830
1381,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5a5f9cfb00252a2240cb0857,,1530640830
1382,Chrome Mobile,Mobile,Greece,True,True,NO-ACTION,NO-ACTION,21,5a4dfc1000252a224e9863de,,1530640830
1383,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,32,5ac5157b00252a222d8c54bf,,1530640830
1384,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a73589500252a225e3b15fe,,1530640830
1385,Chrome Mobile iOS,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,14,5aa01a2900252a2233649c16,,1530640830
1386,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5aa0256200252a22095c80a3,,1530640830
1387,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ad35b4b00252a223fcadcc5,,1530640830
1388,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,24,5ac791be00252a225abac5b5,google.ie,1530640830
1389,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a9d68c400252a225fb8f3ce,,1530640830
1390,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a71d21b00252a2249a284d1,,1530640830
1391,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,11,5a5ca1e200252a22492ddf74,google.ie,1530640830
1392,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a7cb8a300252a2255149213,,1530640830
1393,Samsung Internet,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,50,5a9eb85100252a2257775364,google.ie,1530640830
1394,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5aa0221c00252a226de760fe,,1530640830
1395,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5ace0b2100252a225e4764af,,1530640830
1396,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,37,5a4e398a00252a2252e5a8a4,,1530640830
1397,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,50,5ae0a89e00252a2251a542ab,,1530640830
1398,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5ad7a22300252a22009a67b6,,1530640830
1399,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a676faa00252a2211a87870,,1530640830
1400,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,42,5ad5348100252a2279cbe366,,1530640830
1401,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,22,5a5f62e100252a226e1842f3,google.ie,1530640830
1402,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5ad37fa300252a224ee8c11c,,1530640830
1403,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a8f2f9700252a223675aa70,,1530640830
1404,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a62563f00252a224d313303,,1530640830
1405,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,28,5ac4cac100252a221e9c5b83,google.ie,1530640830
1406,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a93ec9700252a22788d7d21,,1530640830
1407,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a63b38300252a2271d75b0a,,1530640830
1408,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a55235c00252a2275654a2b,,1530640830
1409,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa53c9400252a22201d7a3f,,1530640830
1410,Safari,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,11,5abbdb4d00252a2239853fa0,,1530640830
1411,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a954e6c00252a225c469028,,1530640830
1412,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,28,5ac49da300252a222c606549,android.googlequicksearchbox,1530640830
1413,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a6b977200252a224eb90da3,,1530640830
1414,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,45,5a561ec200252a22437aed91,,1530640830
1415,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a8d723600252a225b4c9ab7,,1530640830
1416,Mobile Safari,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,13,5acd036200252a22685a1c81,google.ie,1530640830
1417,Chrome Mobile,Mobile,United Kingdom,True,True,NO-ACTION,NO-ACTION,44,5ade2b4000252a224b99519e,,1530640830
1418,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a9589c800252a223a60d9bb,google.ie,1530640830
1419,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,22,5ae08de200252a2248ec9f05,,1530640830
1420,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a8c18a200252a227cade263,,1530640830
1421,Mobile Safari,Tablet,Ireland,False,False,cjawivamo545707qylvkasw8v,im,27,5a8c652600252a226c7a0b49,google.co.uk,1530640830
1422,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,23,5a855aaa00252a2235f9f0eb,google.ie,1530640830
1423,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a85e02500252a220b93c48b,,1530640830
1424,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a78586e00252a225e1e84b3,,1530640830
1425,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a57a27900252a225f1d82cc,,1530640830
1426,Chrome Mobile,Mobile,United Kingdom,True,True,NO-ACTION,NO-ACTION,16,5a4e140500252a2229b6cd91,,1530640830
1427,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5a9d421b00252a2274cf81ce,,1530640830
1428,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5aa5141e00252a220693e6fc,,1530640830
1429,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,24,5ae055cc00252a224ddae591,google.ie,1530640830
1430,Samsung Internet,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,40,5a8bf13d00252a220d402517,bankofireland.com,1530640830
1431,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,85,5ab53f1c00252a221a5b9ceb,android.googlequicksearchbox,1530640830
1432,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5aba15a600252a224427746b,android.googlequicksearchbox,1530640830
1433,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5ab0bf1100252a2233aa1778,google.ie,1530640830
1434,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,15,5a8329a300252a2214e8472d,bankofireland.com,1530640830
1435,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a53ac8000252a223dd1399b,,1530640830
1436,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a8842b900252a227adee0b0,,1530640830
1437,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,47,5ae7615500252a22331bf845,,1530640830
1438,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,14,5ab2d61c00252a223cc0686f,google.com,1530640830
1439,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,14,5a9e88c100252a224ef03baa,2mdn.net,1530640830
1440,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a7b0b4700252a2234319c70,,1530640830
1441,IE,Desktop,United Kingdom,False,False,cj5jtrt1okxt307pq291vszzx,im,71,5ab0ea7c00252a220c4e5921,bing.com,1530640830
1442,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,12,5a65aead00252a22342ba838,google.ie,1530640830
1443,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,25,5a995e7300252a227777829b,google.ie,1530640830
1444,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,42,5a53e99000252a2226985757,,1530640830
1445,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,21,5ab3bac100252a220a563164,google.ie,1530640830
1446,Chrome,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a95cf8700252a224ba8c6b3,google.ie,1530640830
1447,Chrome Mobile iOS,Tablet,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5aa7dc6a00252a224c473869,aib.ie,1530640830
1448,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a76052600252a226cbb0b65,,1530640830
1449,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a743e2a00252a227700ccc6,,1530640830
1450,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5a60bbf800252a226812139c,,1530640830
1451,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5aa29d5f00252a22741a59f0,,1530640830
1452,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,28,5a71e3f700252a225351f7c6,moneyguru24.com,1530640830
1453,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5aa3ac8000252a2260818ee9,,1530640830
1454,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,37,5a6b26f800252a223971e95f,,1530640830
1455,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5aa6d15800252a22163a14f1,,1530640830
1456,Edge,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,34,5ae74c0c00252a225ade81ab,bing.com,1530640830
1457,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a8179de00252a222541e4bb,,1530640830
1458,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a7d473a00252a227e18eea4,google.ie,1530640830
1459,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a4b825200252a2232bb2ccf,,1530640830
1460,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a7f5e4b00252a2244879781,,1530640830
1461,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5ae742e400252a2278e0b1cc,,1530640830
1462,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,68,5aab9f4900252a2208307fa0,google.ie,1530640830
1463,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a9a018d00252a227adee0b0,,1530640830
1464,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a79e38600252a221d078910,,1530640830
1465,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,40,5ab135af00252a22043cdb49,,1530640830
1466,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,10,5a8bf75500252a22011f4afc,google.ie,1530640830
1467,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a8f186500252a2242a6ca34,,1530640830
1468,Chrome Mobile,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,11,5ae3526800252a2202978eb9,google.ie,1530640830
1469,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,38,5ae45cda00252a2278f62d17,,1530640830
1470,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,8,5a4cf0eb00252a22005db64d,google.ie,1530640830
1471,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a7cd51100252a2242fcd6fc,,1530640830
1472,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a4ce66200252a2241159787,,1530640830
1473,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5aa0640100252a226208cb97,,1530640830
1474,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5ad320b600252a22474abfd0,,1530640830
1475,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a918fbd00252a221a8fd53d,,1530640830
1476,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,33,5ad659ec00252a22590fcc7e,,1530640830
1477,Chrome Mobile,Mobile,United Kingdom,True,False,ciqwehb936dwp01qirwyhd0i3,im,14,5aa3c83200252a2247e052a0,google.ie,1530640830
1478,Samsung Internet,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,16,5a71be6000252a2265876ee5,google.ie,1530640830
1479,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,31,5a4f695200252a221d9117ba,bonkers.ie,1530640830
1480,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a6b3b8a00252a223f857c82,,1530640830
1481,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a55e3b300252a227a71cd81,,1530640830
1482,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,81,5ae16ec000252a223b35fb29,,1530640830
1483,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a9d1cef00252a224341666a,,1530640830
1484,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5ad6255b00252a221bb1fa6c,,1530640830
1485,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a9faebc00252a22698e0028,,1530640830
1486,Chrome Mobile,Mobile,Belgium,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,49,5accf10500252a224f6cf323,moneyguru24.com,1530640830
